time,open,high,low,close,Volume,Volume MA
2020-09-08T09:00:00-03:00,99900,100880,99415,100047,121680,149775
2020-09-09T09:00:00-03:00,100750,101830,100565,101471,116705,145808
2020-09-10T09:00:00-03:00,101000,101685,98315,98755,175600,143131.5
2020-09-11T09:00:00-03:00,99210,99565,97795,98302,165820,142492.75
2020-09-14T09:00:00-03:00,99200,100660,99015,100347,151670,142961.25
2020-09-15T09:00:00-03:00,100980,101150,99700,100252,131525,141081.25
2020-09-16T09:00:00-03:00,100855,100865,99655,99748,127020,141644.75
2020-09-17T09:00:00-03:00,98900,100380,98565,100192,125955,140971.25
2020-09-18T09:00:00-03:00,100110,100155,97975,98215,155520,140679
2020-09-21T09:00:00-03:00,96725,97375,95825,97102,159110,142869.5
2020-09-22T09:00:00-03:00,96950,97800,96415,97302,127250,144602.25
2020-09-23T09:00:00-03:00,97545,97545,95500,95634,153310,147328.75
2020-09-24T09:00:00-03:00,95485,98075,95320,97012,138670,146181
2020-09-25T09:00:00-03:00,96635,97170,95560,97087,104710,144932.5
2020-09-28T09:00:00-03:00,98300,98445,94320,94650,268405,153020.75
2020-09-29T09:00:00-03:00,94655,95520,93225,93482,225620,157385
2020-09-30T09:00:00-03:00,93300,95385,93150,94587,149250,157223.75
2020-10-01T09:00:00-03:00,95500,95595,93500,95423,154495,157637.25
2020-10-02T09:00:00-03:00,94595,96045,93110,93753,149105,154414.25
2020-10-05T09:00:00-03:00,94145,96460,93670,96120,150975,152619.75
2020-10-06T09:00:00-03:00,96750,97480,95125,95548,148435,153957.5
2020-10-07T09:00:00-03:00,96270,96430,94730,95456,162565,156250.5
2020-10-08T09:00:00-03:00,96150,98100,95535,97820,123790,153660
2020-10-09T09:00:00-03:00,97950,98680,97100,97315,109755,150856.75
2020-10-13T09:00:00-03:00,98200,99045,97225,98552,209630,153754.75
2020-10-14T09:00:00-03:00,98460,99880,98150,99466,141080,154232.5
2020-10-15T09:00:00-03:00,98190,99725,97915,99209,129725,154367.75
2020-10-16T09:00:00-03:00,99375,99425,98285,98457,139920,155066
2020-10-19T09:00:00-03:00,99100,100165,98575,98825,195995,157089.75
2020-10-20T09:00:00-03:00,99235,100965,99125,100662,161390,157203.75
2020-10-21T09:00:00-03:00,100700,101865,100285,100662,136925,157687.5
2020-10-22T09:00:00-03:00,100650,102420,100570,102044,144950,157269.5
2020-10-23T09:00:00-03:00,102400,102465,101280,101368,125650,156618.5
2020-10-26T09:00:00-03:00,100880,101970,99890,101231,201685,161467.25
2020-10-27T09:00:00-03:00,101905,101945,98815,99647,145930,155343.5
2020-10-28T09:00:00-03:00,98300,98365,95050,95369,231680,155646.5
2020-10-29T09:00:00-03:00,95100,96890,93550,96608,229260,159647
2020-10-30T09:00:00-03:00,95405,96335,93635,94042,176290,160736.75
2020-11-03T09:00:00-03:00,96140,96525,95140,96083,208065,163684.75
2020-11-04T09:00:00-03:00,95965,98470,95955,97935,137860,163029
2020-11-05T09:00:00-03:00,99400,101120,99150,100828,191390,165176.75
2020-11-06T09:00:00-03:00,100400,101270,99995,101110,133125,163704.75
2020-11-09T09:00:00-03:00,104075,105355,103295,103517,186715,166851
2020-11-10T09:00:00-03:00,103515,105930,103395,105079,213345,172030.5
2020-11-11T09:00:00-03:00,105180,105560,104245,104797,145290,168813.5
2020-11-12T09:00:00-03:00,104900,105250,102150,102534,177600,170639.5
2020-11-13T09:00:00-03:00,103455,105200,103080,104694,160600,172183.25
2020-11-16T09:00:00-03:00,105710,106840,105280,106566,134710,171922.75
2020-11-17T09:00:00-03:00,106225,107930,105925,107441,148455,169545.75
2020-11-18T09:00:00-03:00,107850,107925,105910,106198,167290,169840.75
2020-11-19T09:00:00-03:00,105705,107135,105590,106869,139765,169982.75
2020-11-20T09:00:00-03:00,106835,107100,105710,106013,109085,168189.5
2020-11-23T09:00:00-03:00,106900,107605,106625,107409,159815,169897.75
2020-11-24T09:00:00-03:00,108145,110330,107590,109955,170425,168334.75
2020-11-25T09:00:00-03:00,109580,110705,109300,110204,133550,167715.75
2020-11-26T09:00:00-03:00,109915,110390,109430,110316,57150,158989.25
2020-11-27T09:00:00-03:00,110400,111675,110325,110547,103595,152706
2020-11-30T09:00:00-03:00,110395,111060,108820,109193,165245,152153.75
2020-12-01T09:00:00-03:00,110595,111955,110335,111499,182590,150880
2020-12-02T09:00:00-03:00,111400,112350,110635,111872,191025,153538.25
2020-12-03T09:00:00-03:00,111885,113450,111765,112164,189635,153450.5
2020-12-04T09:00:00-03:00,112895,113935,112895,113737,153190,154453.75
2020-12-07T09:00:00-03:00,113010,114570,112510,113543,186885,154462.25
2020-12-08T09:00:00-03:00,113090,114390,112750,113754,173700,152480
2020-12-09T09:00:00-03:00,114050,114180,112455,112983,190070,154719
2020-12-10T09:00:00-03:00,113110,115275,112635,115078,202305,155954.25
2020-12-11T09:00:00-03:00,114500,115545,113920,115115,156300,155739.25
2020-12-14T09:00:00-03:00,115605,115945,114315,114569,162000,157103.75
2020-12-15T09:00:00-03:00,114985,116375,114835,116135,116100,155486
2020-12-16T09:00:00-03:00,116780,118335,115645,117995,192380,156740.5
2020-12-17T09:00:00-03:00,118100,119285,117895,118586,117715,155638
2020-12-18T09:00:00-03:00,118030,119640,117735,118231,192475,159807.5
2020-12-21T09:00:00-03:00,115985,117280,115080,115961,204430,162038.25
2020-12-22T09:00:00-03:00,116335,117125,115760,116786,140520,160543
2020-12-23T09:00:00-03:00,117300,118565,117060,117870,111645,159447.75
2020-12-28T09:00:00-03:00,118575,119600,118335,119292,93330,161256.75
2020-12-29T09:00:00-03:00,119700,120040,118870,119625,103185,161236.25
2020-12-30T09:00:00-03:00,120000,120375,119000,119230,113835,158665.75
2021-01-04T09:00:00-03:00,120320,120575,118140,118859,161815,157627
2021-01-05T09:00:00-03:00,119000,119955,116770,119393,178945,157023
2021-01-06T09:00:00-03:00,119195,121075,118900,119180,181595,156621
2021-01-07T09:00:00-03:00,119405,123450,119235,122684,176045,157763.75
2021-01-08T09:00:00-03:00,123050,125475,122370,125127,189700,157904.5
2021-01-11T09:00:00-03:00,124600,124910,122465,123120,164145,157426.75
2021-01-12T09:00:00-03:00,123805,124715,123240,124336,113260,153586.25
2021-01-13T09:00:00-03:00,123985,124385,121015,121959,236930,155317.5
2021-01-14T09:00:00-03:00,122775,124040,122340,123488,118890,153447
