"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"31.03.2020","72.788","74.595","75.485","71.900","155,86K","-2,44%"
"30.03.2020","74.612","73.355","75.120","72.835","105,65K","2,14%"
"27.03.2020","73.050","74.860","75.800","72.510","136,10K","-6,01%"
"26.03.2020","77.721","72.890","78.850","72.225","177,69K","3,85%"
"25.03.2020","74.840","68.890","76.890","67.700","190,79K","7,07%"
"24.03.2020","69.900","67.990","71.575","66.675","140,53K","10,78%"
"23.03.2020","63.099","64.295","69.990","61.905","171,30K","-5,83%"
"20.03.2020","67.003","70.300","72.370","65.800","206,24K","-0,69%"
"19.03.2020","67.466","66.300","70.030","61.435","198,09K","1,30%"
"18.03.2020","66.597","67.300","70.250","63.520","170,66K","-10,88%"
"17.03.2020","74.726","70.780","77.410","70.535","167,65K","6,18%"
"16.03.2020","70.376","74.415","76.375","70.280","194,41K","-14,88%"
"13.03.2020","82.679","79.335","82.940","72.600","218,06K","14,63%"
"12.03.2020","72.125","76.365","76.365","72.125","91,37K","-15,00%"
"11.03.2020","84.848","89.505","90.660","80.540","281,70K","-7,82%"
"10.03.2020","92.042","90.500","92.785","87.345","322,13K","6,93%"
"09.03.2020","86.080","88.540","90.855","86.080","265,86K","-12,50%"
"06.03.2020","98.376","99.000","99.800","97.170","322,52K","-3,93%"
"05.03.2020","102.397","105.700","106.550","100.770","268,87K","-4,90%"
"04.03.2020","107.677","107.500","108.500","105.365","226,58K","1,96%"
"03.03.2020","105.612","107.600","109.385","104.780","308,86K","-1,43%"
"02.03.2020","107.145","103.905","107.745","103.090","282,85K","2,78%"
"28.02.2020","104.252","101.355","104.960","100.335","368,35K","0,78%"
"27.02.2020","103.449","104.560","107.170","103.000","405,87K","-2,65%"
"26.02.2020","106.261","108.800","109.135","105.480","318,63K","-6,83%"
"21.02.2020","114.045","114.400","114.500","113.190","177,88K","-0,91%"
"20.02.2020","115.090","116.750","117.175","114.875","174,62K","-1,74%"
"19.02.2020","117.130","115.910","117.200","115.280","141,58K","1,39%"
"18.02.2020","115.527","114.885","115.715","114.125","140,07K","-0,36%"
"17.02.2020","115.939","115.510","116.390","115.305","105,11K","0,80%"
"14.02.2020","115.021","116.750","116.900","114.770","151,07K","-1,10%"
"13.02.2020","116.303","116.100","116.700","115.440","194,62K","-0,55%"
"12.02.2020","116.951","116.200","117.270","115.570","35,80K","1,37%"
"11.02.2020","115.367","113.615","115.610","113.580","188,17K","2,19%"
"10.02.2020","112.895","113.550","114.190","112.140","193,50K","-0,75%"
"07.02.2020","113.750","115.000","115.250","113.530","179,04K","-1,25%"
"06.02.2020","115.189","117.000","117.540","114.775","198,57K","-0,93%"
"05.02.2020","116.274","116.820","117.850","116.170","202,91K","0,46%"
"04.02.2020","115.737","116.280","116.780","115.570","156,05K","0,73%"
"03.02.2020","114.903","114.450","115.500","113.600","189,06K","0,85%"
"31.01.2020","113.931","114.600","114.650","113.230","189,88K","-1,48%"
"30.01.2020","115.648","114.290","115.785","112.925","216,28K","0,17%"
"29.01.2020","115.451","116.980","117.390","115.270","171,04K","-1,14%"
"28.01.2020","116.779","115.000","117.050","114.930","210,29K","1,89%"
"27.01.2020","114.618","116.500","116.890","114.460","212,81K","-3,32%"
"24.01.2020","118.558","119.810","120.085","118.280","164,75K","-1,04%"
"23.01.2020","119.808","118.195","119.865","117.125","210,71K","1,05%"
"22.01.2020","118.565","117.715","118.660","117.710","126,90K","1,10%"
"21.01.2020","117.277","118.300","118.900","117.125","158,54K","-1,53%"
"20.01.2020","119.097","118.655","119.165","118.150","83,23K","0,31%"
"17.01.2020","118.728","117.405","118.810","117.225","125,03K","1,50%"
"16.01.2020","116.978","117.145","117.540","116.235","173,70K","0,19%"
"15.01.2020","116.757","117.650","117.665","116.525","177,66K","-0,95%"
"14.01.2020","117.879","117.710","118.100","116.955","178,81K","0,09%"
"13.01.2020","117.775","116.375","117.875","116.120","177,47K","1,77%"
"10.01.2020","115.726","116.790","117.230","115.320","162,83K","-0,54%"
"09.01.2020","116.359","117.180","117.355","115.810","223,12K","-0,12%"
"08.01.2020","116.503","117.220","117.890","116.090","240,94K","-0,52%"
"07.01.2020","117.116","117.770","117.925","116.345","175,17K","-0,13%"
"06.01.2020","117.267","117.860","118.260","116.795","225,02K","-1,09%"
"03.01.2020","118.561","117.770","119.410","117.000","209,54K","-0,35%"
"02.01.2020","118.982","117.000","119.100","116.870","168,02K","2,61%"
"30.12.2019","115.952","117.120","117.710","115.800","100,09K","-0,84%"
"27.12.2019","116.938","117.860","118.565","116.570","125,41K","-0,78%"
"26.12.2019","117.858","116.500","117.925","116.230","86,44K","1,32%"
"23.12.2019","116.319","115.880","116.400","115.540","64,05K","0,48%"
"20.12.2019","115.759","115.550","116.025","115.125","114,35K","0,03%"
"19.12.2019","115.728","114.755","115.890","114.325","132,50K","1,50%"
"18.12.2019","114.023","112.625","114.090","112.290","48,91K","1,24%"
"17.12.2019","112.629","112.350","112.815","111.945","124,62K","0,40%"
"16.12.2019","112.176","112.900","113.345","111.915","102,86K","-0,43%"
"13.12.2019","112.665","112.600","112.965","111.880","163,60K","0,18%"
"12.12.2019","112.458","111.550","112.595","111.385","148,05K","1,26%"
"11.12.2019","111.055","111.070","111.285","110.605","96,36K","0,32%"
"10.12.2019","110.705","110.765","111.325","110.255","129,17K","-0,33%"
"09.12.2019","111.071","110.950","111.570","110.910","98,25K","-0,21%"
"06.12.2019","111.303","110.875","111.655","110.820","123,88K","0,48%"
"05.12.2019","110.775","110.655","111.320","110.135","130,10K","0,31%"
"04.12.2019","110.428","109.700","110.545","109.360","128,80K","1,14%"
"03.12.2019","109.184","109.000","109.715","108.325","162,31K","0,03%"
"02.12.2019","109.153","108.290","109.585","108.250","169,57K","0,73%"
"29.11.2019","108.359","108.420","109.010","107.950","143,68K","-0,17%"
"28.11.2019","108.539","107.785","108.665","107.380","123,95K","0,47%"
"27.11.2019","108.035","107.800","108.230","106.455","160,46K","0,50%"
"26.11.2019","107.500","108.400","108.525","106.650","168,63K","-1,16%"
"25.11.2019","108.766","109.250","109.400","108.365","105,54K","-0,11%"
"22.11.2019","108.891","107.970","108.995","107.525","121,24K","1,05%"
"21.11.2019","107.758","105.810","107.985","105.810","128,43K","1,58%"
"19.11.2019","106.080","107.070","107.350","105.700","114,56K","-0,56%"
"18.11.2019","106.681","107.750","108.210","106.520","173,70K","-0,25%"
"14.11.2019","106.944","106.670","107.240","106.180","108,30K","0,33%"
"13.11.2019","106.589","106.600","107.260","105.620","179,88K","-0,52%"
"12.11.2019","107.146","108.875","108.985","106.620","228,94K","-1,55%"
"11.11.2019","108.834","107.585","108.880","107.150","157,41K","0,86%"
"08.11.2019","107.908","109.100","109.475","107.540","187,50K","-1,90%"
"07.11.2019","110.001","109.480","110.285","109.045","138,85K","1,03%"
"06.11.2019","108.876","109.300","110.320","107.710","199,87K","-0,20%"
"05.11.2019","109.091","109.560","109.915","108.800","126,20K","-0,13%"
"04.11.2019","109.228","109.680","109.975","108.960","122,03K","0,41%"
"01.11.2019","108.782","107.950","109.150","107.920","121,80K","0,83%"
"31.10.2019","107.885","108.690","108.695","106.900","133,47K","-1,02%"
"30.10.2019","109.000","108.105","109.055","107.125","126,57K","0,83%"
"29.10.2019","108.100","108.500","108.725","107.900","86,45K","-0,60%"
"28.10.2019","108.756","108.300","109.125","107.960","90,41K","0,61%"
"25.10.2019","108.099","108.110","108.860","107.670","119,16K","0,39%"
"24.10.2019","107.681","108.480","108.620","107.285","122,54K","-0,46%"
"23.10.2019","108.180","107.600","108.740","107.520","132,51K","0,20%"
"22.10.2019","107.969","106.800","108.215","106.640","155,87K","1,21%"
"21.10.2019","106.678","105.680","106.920","105.415","100,00K","1,25%"
"18.10.2019","105.366","105.710","106.300","105.245","104,62K","-0,36%"
"17.10.2019","105.750","106.355","106.770","105.595","148,98K","0,79%"
"16.10.2019","104.921","104.195","104.940","103.445","26,56K","0,46%"
"15.10.2019","104.440","104.655","105.135","104.060","156,06K","0,14%"
"14.10.2019","104.293","103.395","104.450","103.350","120,79K","0,44%"
"11.10.2019","103.837","103.290","104.590","102.840","242,61K","1,91%"
"10.10.2019","101.892","101.320","102.595","101.235","130,04K","0,58%"
"09.10.2019","101.300","100.845","101.685","100.235","139,41K","1,40%"
"08.10.2019","99.898","100.300","101.485","99.695","182,05K","-0,76%"
"07.10.2019","100.661","102.250","102.560","100.380","172,29K","-1,90%"
"04.10.2019","102.613","101.200","102.770","101.040","190,00K","1,14%"
"03.10.2019","101.456","101.250","101.730","99.870","247,19K","0,30%"
"02.10.2019","101.149","103.320","103.395","101.015","281,52K","-2,89%"
"01.10.2019","104.157","105.265","105.350","103.985","192,03K","-0,93%"
"30.09.2019","105.139","105.800","105.800","104.845","136,56K","-0,19%"
"27.09.2019","105.344","105.500","105.900","104.705","142,45K","-0,19%"
"26.09.2019","105.540","105.275","105.615","104.545","129,66K","0,80%"
"25.09.2019","104.700","103.480","104.805","103.270","189,18K","0,55%"
"24.09.2019","104.126","105.475","105.475","103.690","174,06K","-0,73%"
"23.09.2019","104.896","104.600","105.020","104.280","122,88K","-0,16%"
"20.09.2019","105.061","105.240","105.410","104.150","155,57K","0,38%"
"19.09.2019","104.667","105.600","106.430","104.535","174,43K","-0,16%"
"18.09.2019","104.831","105.200","105.200","103.925","136,36K","-0,11%"
"17.09.2019","104.951","103.700","105.225","103.300","137,30K","0,98%"
"16.09.2019","103.929","103.750","104.460","103.120","159,11K","0,08%"
"13.09.2019","103.842","105.155","105.270","103.635","111,35K","-0,90%"
"12.09.2019","104.781","104.650","105.195","104.125","157,59K","0,79%"
"11.09.2019","103.955","103.880","104.685","103.640","125,10K","0,47%"
"10.09.2019","103.466","103.490","104.155","102.720","148,29K","-0,18%"
"09.09.2019","103.655","104.000","104.840","103.330","150,19K","0,19%"
"06.09.2019","103.457","102.995","103.760","102.875","94,44K","0,67%"
"05.09.2019","102.764","102.300","103.875","102.300","163,38K","1,04%"
"04.09.2019","101.704","101.690","101.850","100.945","119,66K","1,49%"
"03.09.2019","100.208","100.870","102.100","99.905","222,70K","-0,97%"
"02.09.2019","101.190","102.010","102.270","101.060","75,80K","-1,01%"
"30.08.2019","102.221","102.000","102.340","101.360","142,57K","0,94%"
"29.08.2019","101.269","99.100","101.590","99.100","163,50K","2,54%"
"28.08.2019","98.762","97.300","99.040","96.905","147,47K","1,10%"
"27.08.2019","97.692","96.700","98.615","96.410","263,29K","1,01%"
"26.08.2019","96.718","98.890","99.200","95.620","187,62K","-1,68%"
"23.08.2019","98.367","101.000","101.005","97.525","224,69K","-2,42%"
"22.08.2019","100.808","101.935","102.420","100.620","116,19K","-1,25%"
"21.08.2019","102.084","100.600","102.265","100.220","165,67K","2,09%"
"20.08.2019","99.994","100.170","100.625","98.560","155,55K","-0,17%"
"19.08.2019","100.168","101.860","101.885","99.675","149,39K","-0,48%"
"16.08.2019","100.649","100.800","101.370","99.870","200,00K","0,84%"
"15.08.2019","99.813","101.500","102.070","98.940","211,81K","-0,52%"
"14.08.2019","100.330","101.965","102.160","100.200","29,39K","-2,92%"
"13.08.2019","103.349","101.350","103.840","101.200","212,96K","1,38%"
"12.08.2019","101.947","103.000","103.050","101.570","153,58K","-1,94%"
"09.08.2019","103.961","103.800","104.930","103.555","146,22K","-0,33%"
"08.08.2019","104.300","103.300","104.485","103.040","196,34K","1,28%"
"07.08.2019","102.982","102.550","103.100","100.505","204,88K","0,72%"
"06.08.2019","102.244","101.050","102.405","100.965","177,07K","2,06%"
"05.08.2019","100.185","101.305","101.415","99.710","205,38K","-2,56%"
"02.08.2019","102.814","101.610","103.360","101.435","148,20K","0,50%"
"01.08.2019","102.307","102.400","104.275","102.000","219,27K","0,33%"
"31.07.2019","101.967","103.375","103.615","101.080","190,60K","-1,13%"
"30.07.2019","103.129","103.550","103.850","102.810","112,22K","-0,52%"
"29.07.2019","103.673","103.315","103.950","102.715","78,38K","0,35%"
"26.07.2019","103.314","103.370","103.630","102.465","127,00K","0,41%"
"25.07.2019","102.888","104.640","104.840","102.655","199,18K","-1,48%"
"24.07.2019","104.434","104.100","104.965","104.090","120,98K","0,32%"
"23.07.2019","104.098","104.615","104.900","103.805","128,22K","-0,17%"
"22.07.2019","104.275","104.045","104.730","103.945","99,59K","0,37%"
"19.07.2019","103.892","105.495","105.550","103.660","122,90K","-1,16%"
"18.07.2019","105.116","104.145","105.335","104.110","100,05K","0,74%"
"17.07.2019","104.340","104.405","104.925","104.135","113,45K","0,07%"
"16.07.2019","104.269","104.780","104.965","103.775","123,14K","-0,01%"
"15.07.2019","104.276","105.000","105.270","103.965","112,34K","-0,17%"
"12.07.2019","104.452","105.630","106.225","104.155","156,51K","-1,21%"
"11.07.2019","105.726","106.850","107.145","105.330","144,18K","-0,72%"
"10.07.2019","106.496","106.100","107.295","105.820","146,74K","1,29%"
"08.07.2019","105.137","104.515","105.370","104.390","87,30K","0,46%"
"05.07.2019","104.658","104.375","104.880","103.280","117,92K","0,34%"
"04.07.2019","104.303","103.100","104.750","102.795","110,09K","1,55%"
"03.07.2019","102.711","101.100","102.920","100.405","135,70K","1,45%"
"02.07.2019","101.242","102.040","102.345","100.570","193,58K","-0,76%"
